ID,SPECIES_NAME,TAXONOMIC_NAME,Level,submitted_name,valid_name_FishBase,Genus_FishBase,Family_FishBase,Class_FishBase,AphiaID,rls_EM,Comment
2418,Scomberomorus regalis,Scomberomorus regalis,species,Scomberomorus regalis,Scomberomorus regalis,Scomberomorus,Scombridae,Actinopteri,273819,1,NA
2419,Scomberomorus sierra,Scomberomorus sierra,species,Scomberomorus sierra,Scomberomorus sierra,Scomberomorus,Scombridae,Actinopteri,273821,1,NA
2420,Scombrid spp.,Scombrid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
2421,Scombrops boops,Scombrops boops,species,Scombrops boops,Scombrops boops,Scombrops,Scombropidae,Actinopteri,220088,1,NA
2422,Scorpaena canariensis,Scorpaena canariensis,species,Scorpaena canariensis,Scorpaena canariensis,Scorpaena,Scorpaenidae,Actinopteri,234106,1,NA
2423,Scorpaena cardinalis,Scorpaena cardinalis,species,Scorpaena cardinalis,Scorpaena cardinalis,Scorpaena,Scorpaenidae,Actinopteri,274702,1,NA
2424,Scorpaena cookii,Scorpaena cookii,species,Scorpaena cookii,Scorpaena cardinalis,Scorpaena,Scorpaenidae,Actinopteri,274702,1,NA
2425,Scorpaena guttata,Scorpaena guttata,species,Scorpaena guttata,Scorpaena guttata,Scorpaena,Scorpaenidae,Actinopteri,274713,1,NA
2426,Scorpaena histrio,Scorpaena histrio,species,Scorpaena histrio,Scorpaena histrio,Scorpaena,Scorpaenidae,Actinopteri,274716,1,NA
2427,Scorpaena jacksoniensis,Scorpaena jacksoniensis,species,Scorpaena jacksoniensis,Scorpaena jacksoniensis,Scorpaena,Scorpaenidae,Actinopteri,742998,1,NA
2428,Scorpaena maderensis,Scorpaena maderensis,species,Scorpaena maderensis,Scorpaena maderensis,Scorpaena,Scorpaenidae,Actinopteri,274721,1,NA
2429,Scorpaena mystes,Scorpaena mystes,species,Scorpaena mystes,Scorpaena mystes,Scorpaena,Scorpaenidae,Actinopteri,274726,1,NA
2430,Scorpaena notata,Scorpaena notata,species,Scorpaena notata,Scorpaena notata,Scorpaena,Scorpaenidae,Actinopteri,127246,1,NA
2431,Scorpaena papillosa,Scorpaena papillosa,species,Scorpaena papillosa,Scorpaena papillosa,Scorpaena,Scorpaenidae,Actinopteri,274731,1,NA
2432,Scorpaena plumieri,Scorpaena plumieri,species,Scorpaena plumieri,Scorpaena plumieri,Scorpaena,Scorpaenidae,Actinopteri,159564,1,NA
2433,Scorpaena porcus,Scorpaena porcus,species,Scorpaena porcus,Scorpaena porcus,Scorpaena,Scorpaenidae,Actinopteri,127247,1,NA
2434,Scorpaena scrofa,Scorpaena scrofa,species,Scorpaena scrofa,Scorpaena scrofa,Scorpaena,Scorpaenidae,Actinopteri,127248,1,NA
2435,Scorpaena spp.,Scorpaena spp.,genus,NA,NA,Scorpaena,Scorpaenidae,Actinopteri,NA,NA,NA
2436,Scorpaena sumptuosa,Scorpaena sumptuosa,species,Scorpaena sumptuosa,Scorpaena sumptuosa,Scorpaena,Scorpaenidae,Actinopteri,274738,1,NA
2437,Scorpaenichthys marmoratus,Scorpaenichthys marmoratus,species,Scorpaenichthys marmoratus,Scorpaenichthys marmoratus,Scorpaenichthys,Cottidae,Actinopteri,282726,1,NA
2438,Scorpaenid spp.,Scorpaenid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
2439,Scorpaenodes evides,Scorpaenodes evides,species,Scorpaenodes evides,Scorpaenodes evides,Scorpaenodes,Scorpaenidae,Actinopteri,712541,1,NA
2440,Scorpaenodes littoralis,Scorpaenodes littoralis,species,Scorpaenodes littoralis,Scorpaenodes evides,Scorpaenodes,Scorpaenidae,Actinopteri,712541,1,NA
2441,Scorpaenodes parvipinnis,Scorpaenodes parvipinnis,species,Scorpaenodes parvipinnis,Scorpaenodes parvipinnis,Scorpaenodes,Scorpaenidae,Actinopteri,218100,1,NA
2442,Scorpaenodes scaber,Scorpaenodes scaber,species,Scorpaenodes scaber,Scorpaenodes scaber,Scorpaenodes,Scorpaenidae,Actinopteri,218092,1,NA
2443,Scorpaenopsis cirrosa,Scorpaenopsis cirrosa,species,Scorpaenopsis cirrosa,Scorpaenopsis cirrosa,Scorpaenopsis,Scorpaenidae,Actinopteri,277520,1,NA
2444,Scorpaenopsis diabolus,Scorpaenopsis diabolus,species,Scorpaenopsis diabolus,Scorpaenopsis diabolus,Scorpaenopsis,Scorpaenidae,Actinopteri,218110,1,NA
2445,Scorpaenopsis neglecta,Scorpaenopsis neglecta,species,Scorpaenopsis neglecta,Scorpaenopsis neglecta,Scorpaenopsis,Scorpaenidae,Actinopteri,277528,1,NA
2446,Scorpaenopsis oxycephala,Scorpaenopsis oxycephala,species,Scorpaenopsis oxycephala,Scorpaenopsis oxycephala,Scorpaenopsis,Scorpaenidae,Actinopteri,277531,1,NA
2447,Scorpaenopsis papuensis,Scorpaenopsis papuensis,species,Scorpaenopsis papuensis,Scorpaenopsis papuensis,Scorpaenopsis,Scorpaenidae,Actinopteri,277533,1,NA
2448,Scorpaenopsis possi,Scorpaenopsis possi,species,Scorpaenopsis possi,Scorpaenopsis possi,Scorpaenopsis,Scorpaenidae,Actinopteri,277535,1,NA
2449,Scorpaenopsis spp.,Scorpaenopsis spp.,genus,NA,NA,Scorpaenopsis,Scorpaenidae,Actinopteri,NA,NA,NA
2450,Scorpis aequipinnis,Scorpis aequipinnis,species,Scorpis aequipinnis,Scorpis aequipinnis,Scorpis,Kyphosidae,Actinopteri,282728,1,NA
2451,Scorpis georgiana,Scorpis georgiana,species,Scorpis georgiana,Scorpis georgiana,Scorpis,Kyphosidae,Actinopteri,712743,1,NA
2452,Scorpis lineolata,Scorpis lineolata,species,Scorpis lineolata,Scorpis lineolata,Scorpis,Kyphosidae,Actinopteri,282731,1,NA
2453,Scorpis violacea,Scorpis violacea,species,Scorpis violacea,Scorpis violacea,Scorpis,Kyphosidae,Actinopteri,282732,1,NA
2454,Sebastapistes cyanostigma,Sebastapistes cyanostigma,species,Sebastapistes cyanostigma,Sebastapistes cyanostigma,Sebastapistes,Scorpaenidae,Actinopteri,218111,1,NA
2455,Sebastapistes spp.,Sebastapistes spp.,genus,NA,NA,Sebastapistes,Scorpaenidae,Actinopteri,NA,NA,NA
2456,Sebastapistes strongia,Sebastapistes strongia,species,Sebastapistes strongia,Sebastapistes strongia,Sebastapistes,Scorpaenidae,Actinopteri,218115,1,NA
2457,Sebastes atrovirens,Sebastes atrovirens,species,Sebastes atrovirens,Sebastes atrovirens,Sebastes,Sebastidae,Actinopteri,274772,1,NA
2458,Sebastes auriculatus,Sebastes auriculatus,species,Sebastes auriculatus,Sebastes auriculatus,Sebastes,Sebastidae,Actinopteri,274773,1,NA
2459,Sebastes carnatus,Sebastes carnatus,species,Sebastes carnatus,Sebastes carnatus,Sebastes,Sebastidae,Actinopteri,274779,1,NA
2460,Sebastes caurinus,Sebastes caurinus,species,Sebastes caurinus,Sebastes caurinus,Sebastes,Sebastidae,Actinopteri,274780,1,NA
2461,Sebastes chrysomelas,Sebastes chrysomelas,species,Sebastes chrysomelas,Sebastes chrysomelas,Sebastes,Sebastidae,Actinopteri,240737,1,NA
2462,Sebastes diaconus,Sebastes diaconus,species,Sebastes diaconus,Sebastes diaconus,Sebastes,Sebastidae,Actinopteri,1384909,1,NA
2463,Sebastes flavidus,Sebastes flavidus,species,Sebastes flavidus,Sebastes flavidus,Sebastes,Sebastidae,Actinopteri,274795,1,NA
2464,Sebastes inermis,Sebastes inermis,species,Sebastes inermis,Sebastes inermis,Sebastes,Sebastidae,Actinopteri,274803,1,NA
2465,Sebastes maliger,Sebastes maliger,species,Sebastes maliger,Sebastes maliger,Sebastes,Sebastidae,Actinopteri,274815,1,NA
2466,Sebastes melanops,Sebastes melanops,species,Sebastes melanops,Sebastes melanops,Sebastes,Sebastidae,Actinopteri,274817,1,NA
2467,Sebastes mystinus,Sebastes mystinus,species,Sebastes mystinus,Sebastes mystinus,Sebastes,Sebastidae,Actinopteri,274823,1,NA
2468,Sebastes nebulosus,Sebastes nebulosus,species,Sebastes nebulosus,Sebastes nebulosus,Sebastes,Sebastidae,Actinopteri,274824,1,NA
2469,Sebastes oculatus,Sebastes oculatus,species,Sebastes oculatus,Sebastes oculatus,Sebastes,Sebastidae,Actinopteri,274829,1,NA
2470,Sebastes paucispinis,Sebastes paucispinis,species,Sebastes paucispinis,Sebastes paucispinis,Sebastes,Sebastidae,Actinopteri,274833,1,NA
2471,Sebastes pinniger,Sebastes pinniger,species,Sebastes pinniger,Sebastes pinniger,Sebastes,Sebastidae,Actinopteri,274836,1,NA
2472,Sebastes rastrelliger,Sebastes rastrelliger,species,Sebastes rastrelliger,Sebastes rastrelliger,Sebastes,Sebastidae,Actinopteri,274839,1,NA
2473,Sebastes rosaceus,Sebastes rosaceus,species,Sebastes rosaceus,Sebastes rosaceus,Sebastes,Sebastidae,Actinopteri,274841,1,NA
2474,Sebastes serranoides,Sebastes serranoides,species,Sebastes serranoides,Sebastes serranoides,Sebastes,Sebastidae,Actinopteri,274852,1,NA
2475,Sebastes serriceps,Sebastes serriceps,species,Sebastes serriceps,Sebastes serriceps,Sebastes,Sebastidae,Actinopteri,274853,1,NA
2476,Sebastes spp.,Sebastes spp.,genus,NA,NA,Sebastes,Sebastidae,Actinopteri,NA,NA,NA
2477,Sebastiscus albofasciatus,Sebastiscus albofasciatus,species,Sebastiscus albofasciatus,Sebastiscus albofasciatus,Sebastiscus,Sebastidae,Actinopteri,282737,1,NA
2478,Sebastiscus marmoratus,Sebastiscus marmoratus,species,Sebastiscus marmoratus,Sebastiscus marmoratus,Sebastiscus,Sebastidae,Actinopteri,282738,1,NA
2479,Sectator ocyurus,Sectator ocyurus,species,Sectator ocyurus,Kyphosus ocyurus,Kyphosus,Kyphosidae,Actinopteri,1018702,1,NA
2480,Selar boops,Selar boops,species,Selar boops,Selar boops,Selar,Carangidae,Actinopteri,126813,1,NA
2481,Selar crumenophthalmus,Selar crumenophthalmus,species,Selar crumenophthalmus,Selar crumenophthalmus,Selar,Carangidae,Actinopteri,159646,1,NA
2482,Selaroides leptolepis,Selaroides leptolepis,species,Selaroides leptolepis,Selaroides leptolepis,Selaroides,Carangidae,Actinopteri,282745,1,NA
2483,Selene spp.,Selene spp.,genus,NA,NA,Selene,Carangidae,Actinopteri,NA,NA,NA
2484,Semicossyphus darwini,Semicossyphus darwini,species,Semicossyphus darwini,Semicossyphus darwini,Semicossyphus,Labridae,Actinopteri,282752,1,NA
2485,Semicossyphus pulcher,Semicossyphus pulcher,species,Semicossyphus pulcher,Semicossyphus pulcher,Semicossyphus,Labridae,Actinopteri,282753,1,NA
2486,Seriola dumerili,Seriola dumerili,species,Seriola dumerili,Seriola dumerili,Seriola,Carangidae,Actinopteri,126816,1,NA
2487,Seriola hippos,Seriola hippos,species,Seriola hippos,Seriola hippos,Seriola,Carangidae,Actinopteri,276649,1,NA
2488,Seriola lalandi,Seriola lalandi,species,Seriola lalandi,Seriola lalandi,Seriola,Carangidae,Actinopteri,218436,1,NA
2489,Seriola rivoliana,Seriola rivoliana,species,Seriola rivoliana,Seriola rivoliana,Seriola,Carangidae,Actinopteri,126818,1,NA
2490,Seriola spp.,Seriola spp.,genus,NA,NA,Seriola,Carangidae,Actinopteri,NA,NA,NA
2491,Seriolella brama,Seriolella brama,species,Seriolella brama,Seriolella brama,Seriolella,Centrolophidae,Actinopteri,282755,1,NA
2492,Serranid spp.,Serranid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
2493,Serranocirrhitus latus,Serranocirrhitus latus,species,Serranocirrhitus latus,Serranocirrhitus latus,Serranocirrhitus,Serranidae,Actinopteri,282763,1,NA
2494,Serranus atricauda,Serranus atricauda,species,Serranus atricauda,Serranus atricauda,Serranus,Serranidae,Actinopteri,127040,1,NA
2495,Serranus auriga,Serranus auriga,species,Serranus auriga,Dules auriga,Dules,Serranidae,Actinopteri,310626,1,NA
2496,Serranus baldwini,Serranus baldwini,species,Serranus baldwini,Serranus baldwini,Serranus,Serranidae,Actinopteri,273893,1,NA
2497,Serranus cabrilla,Serranus cabrilla,species,Serranus cabrilla,Serranus cabrilla,Serranus,Serranidae,Actinopteri,127041,1,NA
2498,Serranus flaviventris,Serranus flaviventris,species,Serranus flaviventris,Serranus flaviventris,Serranus,Serranidae,Actinopteri,273896,1,NA
2499,Serranus hepatus,Serranus hepatus,species,Serranus hepatus,Serranus hepatus,Serranus,Serranidae,Actinopteri,127042,1,NA
2500,Serranus psittacinus,Serranus psittacinus,species,Serranus psittacinus,Serranus psittacinus,Serranus,Serranidae,Actinopteri,273904,1,NA
2501,Serranus scriba,Serranus scriba,species,Serranus scriba,Serranus scriba,Serranus,Serranidae,Actinopteri,127043,1,NA
2502,Serranus tabacarius,Serranus tabacarius,species,Serranus tabacarius,Serranus tabacarius,Serranus,Serranidae,Actinopteri,273908,1,NA
2503,Serranus tico,Serranus tico,species,Serranus tico,Serranus tico,Serranus,Serranidae,Actinopteri,712607,1,NA
2504,Serranus tigrinus,Serranus tigrinus,species,Serranus tigrinus,Serranus tigrinus,Serranus,Serranidae,Actinopteri,273909,1,NA
2505,Serranus tortugarum,Serranus tortugarum,species,Serranus tortugarum,Serranus tortugarum,Serranus,Serranidae,Actinopteri,273910,1,NA
2506,Siganus argenteus,Siganus argenteus,species,Siganus argenteus,Siganus argenteus,Siganus,Siganidae,Actinopteri,219686,1,NA
2507,Siganus canaliculatus,Siganus canaliculatus,species,Siganus canaliculatus,Siganus canaliculatus,Siganus,Siganidae,Actinopteri,219687,1,NA
2508,Siganus corallinus,Siganus corallinus,species,Siganus corallinus,Siganus corallinus,Siganus,Siganidae,Actinopteri,219690,1,NA
2509,Siganus doliatus,Siganus doliatus,species,Siganus doliatus,Siganus doliatus,Siganus,Siganidae,Actinopteri,273911,1,NA
2510,Siganus fuscescens,Siganus fuscescens,species,Siganus fuscescens,Siganus fuscescens,Siganus,Siganidae,Actinopteri,273912,1,NA
2511,Siganus guttatus,Siganus guttatus,species,Siganus guttatus,Siganus guttatus,Siganus,Siganidae,Actinopteri,273913,1,NA
2512,Siganus javus,Siganus javus,species,Siganus javus,Siganus javus,Siganus,Siganidae,Actinopteri,273914,1,NA
2513,Siganus lineatus,Siganus lineatus,species,Siganus lineatus,Siganus lineatus,Siganus,Siganidae,Actinopteri,273916,1,NA
2514,Siganus luridus,Siganus luridus,species,Siganus luridus,Siganus luridus,Siganus,Siganidae,Actinopteri,127044,1,NA
2515,Siganus puelloides,Siganus puelloides,species,Siganus puelloides,Siganus puelloides,Siganus,Siganidae,Actinopteri,273919,1,NA
2516,Siganus puellus,Siganus puellus,species,Siganus puellus,Siganus puellus,Siganus,Siganidae,Actinopteri,273920,1,NA
2517,Siganus punctatissimus,Siganus punctatissimus,species,Siganus punctatissimus,Siganus punctatissimus,Siganus,Siganidae,Actinopteri,273921,1,NA
2518,Siganus punctatus,Siganus punctatus,species,Siganus punctatus,Siganus punctatus,Siganus,Siganidae,Actinopteri,273922,1,NA
2519,Siganus rivulatus,Siganus rivulatus,species,Siganus rivulatus,Siganus rivulatus,Siganus,Siganidae,Actinopteri,127045,1,NA
2520,Siganus sp.,Siganus spp.,genus,NA,NA,Siganus,Siganidae,Actinopteri,NA,NA,NA
2521,Siganus spinus,Siganus spinus,species,Siganus spinus,Siganus spinus,Siganus,Siganidae,Actinopteri,219689,1,NA
2522,Siganus spp.,Siganus spp.,genus,NA,NA,Siganus,Siganidae,Actinopteri,NA,NA,NA
2523,Siganus stellatus,Siganus stellatus,species,Siganus stellatus,Siganus stellatus,Siganus,Siganidae,Actinopteri,219692,1,NA
2524,Siganus trispilos,Siganus trispilos,species,Siganus trispilos,Siganus trispilos,Siganus,Siganidae,Actinopteri,273924,1,NA
2525,Siganus vermiculatus,Siganus vermiculatus,species,Siganus vermiculatus,Siganus vermiculatus,Siganus,Siganidae,Actinopteri,273927,1,NA
2526,Siganus virgatus,Siganus virgatus,species,Siganus virgatus,Siganus virgatus,Siganus,Siganidae,Actinopteri,273928,1,NA
2527,Siganus vulpinus,Siganus vulpinus,species,Siganus vulpinus,Siganus vulpinus,Siganus,Siganidae,Actinopteri,273929,1,NA
2528,Signigobius biocellatus,Signigobius biocellatus,species,Signigobius biocellatus,Signigobius biocellatus,Signigobius,Gobiidae,Actinopteri,282790,1,NA
2529,Sillaginid spp.,Sillaginid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
2530,Sillaginodes punctatus,Sillaginodes punctatus,species,Sillaginodes punctatus,Sillaginodes punctatus,Sillaginodes,Sillaginidae,Actinopteri,282791,1,NA
2531,Sillago ciliata,Sillago ciliata,species,Sillago ciliata,Sillago ciliata,Sillago,Sillaginidae,Actinopteri,273939,1,NA
2532,Sillago schomburgkii,Sillago schomburgkii,species,Sillago schomburgkii,Sillago schomburgkii,Sillago,Sillaginidae,Actinopteri,273953,1,NA
2533,Siphamia cephalotes,Siphamia cephalotes,species,Siphamia cephalotes,Siphamia cephalotes,Siphamia,Apogonidae,Actinopteri,277694,1,NA
2534,Siphamia roseigaster,Siphamia roseigaster,species,Siphamia roseigaster,Siphamia roseigaster,Siphamia,Apogonidae,Actinopteri,277707,1,NA
2535,Siphamia tubifer,Siphamia tubifer,species,Siphamia tubifer,Siphamia tubifer,Siphamia,Apogonidae,Actinopteri,277708,1,NA
2536,Siphonognathus argyrophanes,Siphonognathus argyrophanes,species,Siphonognathus argyrophanes,Siphonognathus argyrophanes,Siphonognathus,Odacidae,Actinopteri,282803,1,NA
2537,Siphonognathus attenuatus,Siphonognathus attenuatus,species,Siphonognathus attenuatus,Siphonognathus attenuatus,Siphonognathus,Odacidae,Actinopteri,282804,1,NA
2538,Siphonognathus beddomei,Siphonognathus beddomei,species,Siphonognathus beddomei,Siphonognathus beddomei,Siphonognathus,Odacidae,Actinopteri,282805,1,NA
2539,Siphonognathus caninis,Siphonognathus caninis,species,Siphonognathus caninis,Siphonognathus caninis,Siphonognathus,Odacidae,Actinopteri,282806,1,NA
2540,Siphonognathus radiatus,Siphonognathus radiatus,species,Siphonognathus radiatus,Siphonognathus radiatus,Siphonognathus,Odacidae,Actinopteri,282807,1,NA
2541,Siphonognathus spp.,Siphonognathus spp.,genus,NA,NA,Siphonognathus,Odacidae,Actinopteri,NA,NA,NA
2542,Solea solea,Solea solea,species,Solea solea,Solea solea,Solea,Soleidae,Actinopteri,127160,1,NA
2543,Soleid spp.,Soleid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
2544,Solenostomus paradoxus,Solenostomus paradoxus,species,Solenostomus paradoxus,Solenostomus paradoxus,Solenostomus,Solenostomidae,Actinopteri,217976,1,NA
2545,Sparid spp.,Sparid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
2546,Sparisoma amplum,Sparisoma amplum,species,Sparisoma amplum,Sparisoma amplum,Sparisoma,Scaridae,Actinopteri,273770,1,NA
2547,Sparisoma atomarium,Sparisoma atomarium,species,Sparisoma atomarium,Sparisoma atomarium,Sparisoma,Scaridae,Actinopteri,273771,1,NA
2548,Sparisoma aurofrenatum,Sparisoma aurofrenatum,species,Sparisoma aurofrenatum,Sparisoma aurofrenatum,Sparisoma,Scaridae,Actinopteri,273772,1,NA
2549,Sparisoma axillare,Sparisoma axillare,species,Sparisoma axillare,Sparisoma axillare,Sparisoma,Scaridae,Actinopteri,273773,1,NA
2550,Sparisoma chrysopterum,Sparisoma chrysopterum,species,Sparisoma chrysopterum,Sparisoma chrysopterum,Sparisoma,Scaridae,Actinopteri,273774,1,NA
2551,Sparisoma cretense,Sparisoma cretense,species,Sparisoma cretense,Sparisoma cretense,Sparisoma,Scaridae,Actinopteri,231441,1,NA
2552,Sparisoma frondosum,Sparisoma frondosum,species,Sparisoma frondosum,Sparisoma frondosum,Sparisoma,Scaridae,Actinopteri,273775,1,NA
2553,Sparisoma radians,Sparisoma radians,species,Sparisoma radians,Sparisoma radians,Sparisoma,Scaridae,Actinopteri,273777,1,NA
2554,Sparisoma rubripinne,Sparisoma rubripinne,species,Sparisoma rubripinne,Sparisoma rubripinne,Sparisoma,Scaridae,Actinopteri,159301,1,NA
2555,Sparisoma viride,Sparisoma viride,species,Sparisoma viride,Sparisoma viride,Sparisoma,Scaridae,Actinopteri,273780,1,NA
2556,Sparodon durbanensis,Sparodon durbanensis,species,Sparodon durbanensis,Sparodon durbanensis,Sparodon,Sparidae,Actinopteri,218627,1,NA
2557,Sphaeramia nematoptera,Sphaeramia nematoptera,species,Sphaeramia nematoptera,Sphaeramia nematoptera,Sphaeramia,Apogonidae,Actinopteri,278349,1,NA
2558,Sphoeroides annulatus,Sphoeroides annulatus,species,Sphoeroides annulatus,Sphoeroides annulatus,Sphoeroides,Tetraodontidae,Actinopteri,275272,1,NA
2559,Sphoeroides lobatus,Sphoeroides lobatus,species,Sphoeroides lobatus,Sphoeroides lobatus,Sphoeroides,Tetraodontidae,Actinopteri,275279,1,NA
2560,Sphoeroides marmoratus,Sphoeroides marmoratus,species,Sphoeroides marmoratus,Sphoeroides marmoratus,Sphoeroides,Tetraodontidae,Actinopteri,127416,1,NA
2561,Sphoeroides spengleri,Sphoeroides spengleri,species,Sphoeroides spengleri,Sphoeroides spengleri,Sphoeroides,Tetraodontidae,Actinopteri,158935,1,NA
2562,Sphyraena barracuda,Sphyraena barracuda,species,Sphyraena barracuda,Sphyraena barracuda,Sphyraena,Sphyraenidae,Actinopteri,345843,1,NA
2563,Sphyraena ensis,Sphyraena ensis,species,Sphyraena ensis,Sphyraena ensis,Sphyraena,Sphyraenidae,Actinopteri,273979,1,NA
2564,Sphyraena flavicauda,Sphyraena flavicauda,species,Sphyraena flavicauda,Sphyraena flavicauda,Sphyraena,Sphyraenidae,Actinopteri,212051,1,NA
2565,Sphyraena helleri,Sphyraena helleri,species,Sphyraena helleri,Sphyraena helleri,Sphyraena,Sphyraenidae,Actinopteri,212055,1,NA
2566,Sphyraena idiastes,Sphyraena idiastes,species,Sphyraena idiastes,Sphyraena idiastes,Sphyraena,Sphyraenidae,Actinopteri,273981,1,NA
2567,Sphyraena jello,Sphyraena jello,species,Sphyraena jello,Sphyraena jello,Sphyraena,Sphyraenidae,Actinopteri,212045,1,NA
2568,Sphyraena novaehollandiae,Sphyraena novaehollandiae,species,Sphyraena novaehollandiae,Sphyraena novaehollandiae,Sphyraena,Sphyraenidae,Actinopteri,273983,1,NA
2569,Sphyraena obtusata,Sphyraena obtusata,species,Sphyraena obtusata,Sphyraena obtusata,Sphyraena,Sphyraenidae,Actinopteri,212056,1,NA
2570,Sphyraena putnamae,Sphyraena putnamae,species,Sphyraena putnamae,Sphyraena putnamae,Sphyraena,Sphyraenidae,Actinopteri,212050,1,NA
2571,Sphyraena qenie,Sphyraena qenie,species,Sphyraena qenie,Sphyraena qenie,Sphyraena,Sphyraenidae,Actinopteri,212049,1,NA
2572,Sphyraena spp.,Sphyraena spp.,genus,NA,NA,Sphyraena,Sphyraenidae,Actinopteri,NA,NA,NA
2573,Sphyraena viridensis,Sphyraena viridensis,species,Sphyraena viridensis,Sphyraena viridensis,Sphyraena,Sphyraenidae,Actinopteri,127069,1,NA
2574,Sphyraenid spp.,Sphyraenid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
2575,Sphyrna lewini,Sphyrna lewini,species,Sphyrna lewini,Sphyrna lewini,Sphyrna,Sphyrnidae,Elasmobranchii,105816,1,NA
2576,Spicara maena,Spicara maena,species,Spicara maena,Spicara maena,Spicara,Sparidae,Actinopteri,126828,1,NA
2577,Spicara smaris,Spicara smaris,species,Spicara smaris,Spicara smaris,Spicara,Sparidae,Actinopteri,126830,1,NA
2578,Spicara spp.,Spicara spp.,genus,NA,NA,Spicara,Sparidae,Actinopteri,NA,NA,NA
2579,Spiniraja whitleyi,Spiniraja whitleyi,species,Spiniraja whitleyi,Spiniraja whitleyi,Spiniraja,Rajidae,Elasmobranchii,712958,1,NA
2580,Spondyliosoma cantharus,Spondyliosoma cantharus,species,Spondyliosoma cantharus,Spondyliosoma cantharus,Spondyliosoma,Sparidae,Actinopteri,127066,1,NA
2581,Spondyliosoma emarginatum,Spondyliosoma emarginatum,species,Spondyliosoma emarginatum,Spondyliosoma emarginatum,Spondyliosoma,Sparidae,Actinopteri,218628,1,NA
2582,Spratelloides gracilis,Spratelloides gracilis,species,Spratelloides gracilis,Spratelloides gracilis,Spratelloides,Clupeidae,Actinopteri,212263,1,NA
2583,Spratelloides robustus,Spratelloides robustus,species,Spratelloides robustus,Spratelloides robustus,Spratelloides,Clupeidae,Actinopteri,272279,1,NA
2584,Spratelloides spp.,Spratelloides spp.,genus,NA,NA,Spratelloides,Spratelloididae,Actinopteri,NA,NA,NA
2585,Squamicreedia obtusa,Squamicreedia obtusa,species,Squamicreedia obtusa,Squamicreedia obtusa,Squamicreedia,Percophidae,Actinopteri,282857,1,NA
2586,Stanulus talboti,Stanulus talboti,species,Stanulus talboti,Stanulus talboti,Stanulus,Blenniidae,Actinopteri,277937,1,NA
2587,Stegastes acapulcoensis,Stegastes acapulcoensis,species,Stegastes acapulcoensis,Stegastes acapulcoensis,Stegastes,Pomacentridae,Actinopteri,276658,1,NA
2588,Stegastes adustus,Stegastes adustus,species,Stegastes adustus,Stegastes adustus,Stegastes,Pomacentridae,Actinopteri,276659,1,NA
2589,Stegastes albifasciatus,Stegastes albifasciatus,species,Stegastes albifasciatus,Stegastes albifasciatus,Stegastes,Pomacentridae,Actinopteri,218847,1,NA
2590,Stegastes altus,Stegastes altus,species,Stegastes altus,Stegastes altus,Stegastes,Pomacentridae,Actinopteri,276660,1,NA
2591,Stegastes apicalis,Stegastes apicalis,species,Stegastes apicalis,Stegastes apicalis,Stegastes,Pomacentridae,Actinopteri,276661,1,NA
2592,Stegastes arcifrons,Stegastes arcifrons,species,Stegastes arcifrons,Stegastes arcifrons,Stegastes,Pomacentridae,Actinopteri,276662,1,NA
2593,Stegastes aureus,Stegastes aureus,species,Stegastes aureus,Stegastes aureus,Stegastes,Pomacentridae,Actinopteri,276663,1,NA
2594,Stegastes beebei,Stegastes beebei,species,Stegastes beebei,Stegastes beebei,Stegastes,Pomacentridae,Actinopteri,276665,1,NA
2595,Stegastes diencaeus,Stegastes diencaeus,species,Stegastes diencaeus,Stegastes diencaeus,Stegastes,Pomacentridae,Actinopteri,276666,1,NA
2596,Stegastes emeryi,Stegastes emeryi,species,Stegastes emeryi,Stegastes emeryi,Stegastes,Pomacentridae,Actinopteri,276667,1,NA
2597,Stegastes fasciolatus,Stegastes fasciolatus,species,Stegastes fasciolatus,Stegastes fasciolatus,Stegastes,Pomacentridae,Actinopteri,218850,1,NA
2598,Stegastes flavilatus,Stegastes flavilatus,species,Stegastes flavilatus,Stegastes flavilatus,Stegastes,Pomacentridae,Actinopteri,276668,1,NA
2599,Stegastes fuscus,Stegastes fuscus,species,Stegastes fuscus,Stegastes fuscus,Stegastes,Pomacentridae,Actinopteri,276669,1,NA
2600,Stegastes gascoynei,Stegastes gascoynei,species,Stegastes gascoynei,Stegastes gascoynei,Stegastes,Pomacentridae,Actinopteri,276670,1,NA
2601,Stegastes insularis,Stegastes insularis,species,Stegastes insularis,Stegastes insularis,Stegastes,Pomacentridae,Actinopteri,276672,1,NA
2602,Stegastes leucorus,Stegastes leucorus,species,Stegastes leucorus,Stegastes leucorus,Stegastes,Pomacentridae,Actinopteri,276673,1,NA
2603,Stegastes leucostictus,Stegastes leucostictus,species,Stegastes leucostictus,Stegastes leucostictus,Stegastes,Pomacentridae,Actinopteri,159291,1,NA
2604,Stegastes marginatus,Stegastes marginatus,species,Stegastes marginatus,Stegastes nigricans,Stegastes,Pomacentridae,Actinopteri,218849,1,NA
