"Species","MaxLength","Trophic.Level","Water.column","Diel.Activity","Habitat","ThermalMP_5min_95max","Vulnerability","IUCN_status","Trophic_guild","Trophic_guild_name","Benthic","DP","RedList","LRFI","TopPred"
"Pseudanthias ignitus",9,3.1,"pelagic site attached","Day","coral",29.462875,0.247280909090909,"NThr",7,"crustacivore",0,1,0,0,0
"Pseudanthias lori",12,3.4,"pelagic site attached","Day","coral",29.201,0.247280909090909,"NThr",7,"crustacivore",0,1,0,0,0
"Pseudanthias mooreanus",7.2,3.3,"pelagic site attached","Day","coral",28.091,0.247280909090909,"NThr",7,"crustacivore",0,1,0,0,0
"Pseudanthias olivaceus",8.8,3.4,"pelagic site attached","Day","coral",27.0975,0.247280909090909,"NThr",7,"crustacivore",0,1,0,0,0
"Pseudanthias pascalus",20,3.3,"pelagic site attached","Day","coral",27.2167,0.247280909090909,"NThr",7,"crustacivore",0,1,0,1,0
"Pseudanthias pictilis",13.5,3.4,"pelagic site attached","Day","coral",22.1365,0.247280909090909,"NThr",7,"crustacivore",0,1,0,0,0
"Pseudanthias pleurotaenia",20,3.4,"pelagic site attached","Day","coral",28.5293,0.247280909090909,"NThr",7,"crustacivore",0,1,0,1,0
"Pseudanthias rubrizonatus",12,3.4,"pelagic site attached","Day","coral",23.0805,0.247280909090909,"NThr",7,"crustacivore",0,1,0,0,0
"Pseudanthias smithvanizi",9.5,NA,"benthic","Day","coral",NA,0.247280909090909,"NThr",7,"crustacivore",1,0,0,0,0
"Pseudanthias squamipinnis",15,3.4,"pelagic site attached","Day","coral",24.918,0.247280909090909,"NThr",7,"crustacivore",0,1,0,0,0
"Pseudanthias taeniatus",13,NA,"benthic","Day","coral",24.7697,0.247280909090909,"NThr",7,"crustacivore",1,0,0,0,0
"Pseudanthias tuka",12,3.6,"pelagic site attached","Day","coral",27.918,0.247280909090909,"NThr",7,"crustacivore",0,1,0,0,0
"Pseudobalistes flavimarginatus",60,3.4,"Demersal","Day","coral",26.7145,0.248680454545455,NA,6,"macroinvertivore",0,1,NA,1,0
"Pseudobalistes fuscus",55,3.5,"Demersal","Day","coral",23.904,0.248680454545455,NA,6,"macroinvertivore",0,1,NA,1,0
"Pseudobalistes naufragium",100,3.4,"Demersal","Day","sand",27.2566,0.248680454545455,"NThr",6,"macroinvertivore",0,1,0,1,0
"Pseudocaranx georgianus",55,3.5,"pelagic non-site attached","Day","water column",19.7028,0.270051363636364,NA,NA,NA,0,1,NA,1,NA
"Pseudocheilinops ataenia",6.5,NA,"benthic","Day","coral",30.193,0.214231363636364,"NThr",5,"microinvertivore",1,0,0,0,0
"Pseudocheilinus evanidus",8,3.5,"Demersal","Day","coral",26.8845,0.214231363636364,"NThr",8,"planktivore",0,1,0,0,0
"Pseudocheilinus hexataenia",10,3.2,"Demersal","Day","coral",25.2075,0.214231363636364,"NThr",8,"planktivore",0,1,0,0,0
"Pseudocheilinus ocellatus",11,NA,"benthic","Day","coral",28.505,0.214231363636364,"NThr",8,"planktivore",1,0,0,0,0
"Pseudocheilinus octotaenia",14,3.4,"Demersal","Day","coral",27.0339,0.214231363636364,"NThr",8,"planktivore",0,1,0,0,0
"Pseudocheilinus tetrataenia",7.5,3.2,"Demersal","Day","coral",26.33675,0.214231363636364,"NThr",8,"planktivore",0,1,0,0,0
"Pseudochromis ammeri",6.5,NA,"benthic","Day","coral",29.434,NA,NA,NA,NA,1,0,NA,0,0
"Pseudochromis bitaeniatus",12,3.7,"benthic","Night","coral",28.9375,NA,"NThr",7,"crustacivore",1,0,0,0,0
"Pseudochromis cyanotaenia",8.642857143,3.557142857,"Demersal","Night","Coral",25.9725,NA,"NThr",5,"microinvertivore",0,1,0,0,0
"Pseudochromis elongatus",7,NA,"benthic","Day","coral",29.7722,NA,NA,5,"microinvertivore",1,0,NA,0,0
"Pseudochromis flammicauda",5.5,3.3,"Demersal","Day","coral",NA,NA,NA,5,"microinvertivore",0,1,NA,0,0
"Pseudochromis flavivertex",7.2,3.5,"benthic","Night","coral",26.1335,NA,"NThr",5,"microinvertivore",1,0,0,0,0
"Pseudochromis fridmani",6.3,3.5,"benthic","Night","coral",25.9353,NA,"NThr",5,"microinvertivore",1,0,0,0,0
"Pseudochromis fuscus",10,3.6,"benthic","Night","coral",26.3245,NA,"NThr",5,"microinvertivore",1,0,0,0,0
"Pseudochromis marshallensis",8,3.5,"benthic","Night","coral",25.74835,NA,"NThr",5,"microinvertivore",1,0,0,0,0
"Pseudochromis olivaceus",9,3.6,"benthic","Night","coral",26.7215,NA,"NThr",5,"microinvertivore",1,0,0,0,0
"Pseudochromis perspicillatus",12,NA,"benthic","Day","coral",NA,NA,NA,5,"microinvertivore",1,0,NA,0,0
"Pseudochromis springeri",5.5,NA,"benthic","Day","coral",24.786,NA,"NThr",5,"microinvertivore",1,0,0,0,0
"Pseudochromis wilsoni",8,3.5,"benthic","Night","coral",26.713825,NA,NA,5,"microinvertivore",1,0,NA,0,0
"Pseudocoris aurantiofasciata",20,3.4,"Demersal","Day","coral",27.851,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,1,0
"Pseudocoris bleekeri",15,NA,"benthic","Day","coral",29.963,0.214231363636364,"NThr",5,"microinvertivore",1,0,0,0,0
"Pseudocoris yamashiroi",16,3.4,"Demersal","Day","coral",24.101125,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Pseudodax moluccanus",30,2.8,"Demersal","Day","coral",24.8735,0.214231363636364,"NThr",6,"macroinvertivore",0,1,0,1,0
"Pseudojuloides atavai",13,3.4,"Demersal","Day","coral",25.6793,0.214231363636364,NA,5,"microinvertivore",0,1,NA,0,0
"Pseudojuloides cerasinus",12.3,3.3,"Demersal","Day","coral",26.469,0.214231363636364,NA,5,"microinvertivore",0,1,NA,0,0
"Pseudolabrus guentheri",18,3.5,"Demersal","Day","rock",21.898,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,0,0
"Pseudolabrus luculentus",25,3.5,"Demersal","Day","coral",20.274,0.214231363636364,"NThr",5,"microinvertivore",0,1,0,1,0
"Pseudupeneus grandisquamis",30,3.3,"Demersal","Day","sand",23.05775,0.257637272727273,"NThr",7,"crustacivore",0,1,0,1,0
"Pseudupeneus maculatus",30,3.5,"Demersal","Day","sand",26.90115,0.257637272727273,"NThr",7,"crustacivore",0,1,0,1,0
"Pteragogus cryptus",9.5,3.5,"Demersal","Day","coral",27.73455,0.214231363636364,"NThr",8,"planktivore",0,1,0,0,0
"Pteragogus enneacanthus",15,3.5,"Demersal","Day","coral",23.567025,0.214231363636364,"NThr",6,"macroinvertivore",0,1,0,0,0
"Pteragogus flagellifer",20,3.5,"Demersal","Day","rock",25.7725,0.214231363636364,"NThr",6,"macroinvertivore",0,1,0,1,0
"Ptereleotris calliura",12.5,3.4,"Demersal","Day","sand",28.743,0.247280909090909,"NThr",8,"planktivore",0,1,0,0,0
"Ptereleotris evides",14,3,"Demersal","Day","sand",25.1775,0.247280909090909,"NThr",8,"planktivore",0,1,0,0,0
"Ptereleotris hanae",12,3.4,"Demersal","Day","sand",23.413325,0.247280909090909,"NThr",8,"planktivore",0,1,0,0,0
"Ptereleotris heteroptera",14,3.4,"Demersal","Day","sand",27.81055,0.247280909090909,"NThr",8,"planktivore",0,1,0,0,0
"Ptereleotris microlepis",13,3.4,"Demersal","Day","sand",24.4155,0.247280909090909,NA,8,"planktivore",0,1,NA,0,0
"Ptereleotris monoptera",12,3.4,"Demersal","Day","sand",22.4345,0.247280909090909,"NThr",8,"planktivore",0,1,0,0,0
"Ptereleotris zebra",12,3.4,"Demersal","Day","sand",24.602575,0.247280909090909,"NThr",8,"planktivore",0,1,0,0,0
"Pterocaesio chrysozona",21,3.4,"pelagic site attached","Day","coral",25.179525,NA,"NThr",NA,NA,0,1,0,1,0
"Pterocaesio digramma",30,3.4,"pelagic site attached","Day","coral",25.6689,NA,"NThr",NA,NA,0,1,0,1,0
"Pterocaesio marri",35,3.4,"pelagic site attached","Day","coral",27.1038,NA,"NThr",NA,NA,0,1,0,1,0
"Pterocaesio pisang",21,3.4,"pelagic site attached","Day","coral",29.013,NA,"NThr",NA,NA,0,1,0,1,0
"Pterocaesio randalli",25,3.4,"pelagic site attached","Day","coral",29.15545,NA,NA,NA,NA,0,1,NA,1,0
"Pterocaesio tessellata",25,3.4,"pelagic site attached","Day","coral",30.06165,NA,"NThr",NA,NA,0,1,0,1,0
"Pterocaesio tile",30,3.3,"pelagic site attached","Day","coral",27.3565,NA,"NThr",NA,NA,0,1,0,1,0
"Pterocaesio trilineata",20,3.4,"pelagic site attached","Day","coral",27.1605,NA,"NThr",NA,NA,0,1,0,1,0
"Pterois antennata",20,3.6,"Demersal","Day","coral",27.0293,0.247280909090909,"NThr",7,"crustacivore",0,1,0,1,0
"Pterois miles",35,3.7,"benthic","Day","coral",26.884,0.247280909090909,"NThr",7,"crustacivore",1,0,0,1,0
"Pterois radiata",24,3.6,"Demersal","Day","coral",26.11855,0.247280909090909,"NThr",7,"crustacivore",0,1,0,1,0
"Pterois volitans",38,4.5,"Demersal","Day","coral",24.8525,0.247280909090909,"NThr",7,"crustacivore",0,1,0,1,0
"Pygoplites diacanthus",25,2.7,"Demersal","Day","coral",27.2745,NA,"NThr",1,"sessile invertivores",0,1,0,1,0
"Rachycentron canadum",200,4,"pelagic site attached","Day","coral",23.90325,NA,"NThr",NA,NA,0,1,0,1,NA
"Rastrelliger kanagurta",35,3.2,"pelagic non-site attached","Day","water column",27.2618,0.326977272727273,NA,NA,NA,0,1,NA,1,0
"Remora remora",86.4,3.1,"pelagic non-site attached","Day","water column",23.544,NA,"NThr",4,"piscivore",0,1,0,1,1
"Repomucenus calcaratus",28,3.4,"benthic","Day","sand",20.911425,NA,NA,NA,NA,1,0,NA,1,0
"Rhabdamia cypselurus",6,3.533550772,"pelagic site attached","Night","coral",23.4475,NA,NA,NA,NA,0,1,NA,0,0
"Rhabdamia gracilis",6,3.3,"pelagic site attached","Night","coral",24.28735,0.246814090909091,NA,5,"microinvertivore",0,1,NA,0,0
"Rhabdosargus sarba",80,3.4,"Demersal","Day","sand",21.0765,0.210010909090909,"NThr",6,"macroinvertivore",0,1,0,1,0
"Rhinecanthus aculeatus",30,3.3,"Demersal","Day","sand",26.583775,0.248680454545455,NA,5,"microinvertivore",0,1,NA,1,0
"Rhinecanthus assasi",30,3.5,"Demersal","Day","sand",26.89275,0.248680454545455,NA,5,"microinvertivore",0,1,NA,1,0
"Rhinecanthus lunula",28,3.3,"Demersal","Day","sand",26.55425,0.248680454545455,NA,5,"microinvertivore",0,1,NA,1,0
"Rhinecanthus rectangulus",30,3.1,"Demersal","Day","sand",26.78975,0.248680454545455,NA,5,"microinvertivore",0,1,NA,1,0
"Rhinecanthus verrucosus",23,3.3,"Demersal","Day","sand",25.19205,0.248680454545455,NA,5,"microinvertivore",0,1,NA,1,0
"Rhinesomus triqueter",47,3.182352941,"Demersal","Day","coral",26.908,NA,NA,1,"sessile invertivores",0,1,NA,1,0
"Rhinomuraena quaesita",130,4.5,"benthic","Night","coral",29.1225,0.35938,"NThr",7,"crustacivore",1,0,0,1,0
"Rhynchostracion nasus",30,3.182352941,"Demersal","Day","coral",26.643375,NA,NA,1,"sessile invertivores",0,1,NA,1,0
"Rypticus bicolor",28,4,"Demersal","Day","coral",25.4015,0.247280909090909,"NThr",7,"crustacivore",0,1,0,1,0
"Rypticus nigripinnis",20.3,3.9,"Demersal","Day","coral",26.810275,0.247280909090909,"NThr",7,"crustacivore",0,1,0,1,0
"Rypticus saponaceus",35,4.1,"Demersal","Day","coral",26.8492,0.247280909090909,"NThr",7,"crustacivore",0,1,0,1,0
"Salarias alboguttatus",9,2,"benthic","Day","coral",25.6125,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Salarias ceramensis",15,2,"benthic","Day","coral",26.52495,0.241190454545455,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Salarias fasciatus",14,2,"benthic","Day","coral",25.595,0.220790909090909,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Salarias guttatus",10,NA,"benthic","Day","coral",27.0829,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Salarias segmentatus",11,2,"benthic","Day","coral",30.1392,0.232229090909091,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,0,0
"Sarda orientalis",102,4.2,"pelagic non-site attached","Day","water column",25.039475,0.326977272727273,"NThr",NA,NA,0,1,0,1,NA
"Sarda sarda",91.4,4.5,"pelagic non-site attached","Day","water column",20.229475,0.326977272727273,"NThr",NA,NA,0,1,0,1,NA
"Sardina pilchardus",27.5,3.1,"pelagic non-site attached","Day","water column",19.639825,0.243848636363636,"NThr",NA,NA,0,1,0,1,0
"Sardinella aurita",31,3.4,"pelagic non-site attached","Day","water column",20.1268,0.243848636363636,"NThr",8,"planktivore",0,1,0,1,0
"Sardinops neopilchardus",25,3.3,"pelagic non-site attached","Day","water column",18.851275,NA,NA,NA,NA,0,1,NA,1,0
"Sargocentron caudimaculatum",25,3.9,"Demersal","Night","coral",27.339,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Sargocentron cornutum",27,3.6,"Demersal","Night","coral",24.04865,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Sargocentron diadema",17,3.4,"Demersal","Night","coral",26.94245,NA,"NThr",7,"crustacivore",0,1,0,0,0
"Sargocentron ittodai",20,3.6,"Demersal","Night","coral",24.916525,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Sargocentron melanospilos",25,4,"Demersal","Night","coral",28.2535,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Sargocentron microstoma",20,3.6,"Demersal","Night","coral",26.82255,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Sargocentron rubrum",32,3.5,"Demersal","Night","coral",24.151325,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Sargocentron spiniferum",51,3.5,"Demersal","Night","coral",27.10205,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Sargocentron suborbitalis",25.4,3.5,"Demersal","Night","coral",27.83475,NA,NA,NA,NA,0,1,NA,1,0
"Sargocentron tiere",33,3.5,"Demersal","Night","coral",26.821525,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Sargocentron tiereoides",17,3.6,"Demersal","Night","coral",27.568625,NA,"NThr",7,"crustacivore",0,1,0,0,0
"Sargocentron vexillarium",18,3.5,"Demersal","Night","coral",27.253175,NA,"NThr",6,"macroinvertivore",0,1,0,0,0
"Sargocentron violaceum",45,3.6,"Demersal","Night","coral",28.06315,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Sarpa salpa",51,2,"Demersal","Day","rock",19.36045,0.213424545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Saurida gracilis",32,4.2,"benthic","Day","sand",25.15455,NA,"NThr",4,"piscivore",1,0,0,1,0
"Saurida nebulosa",16.5,4.2,"benthic","Day","sand",27.18925,NA,"NThr",4,"piscivore",1,0,0,0,0
"Scaevius milii",20,4,"Demersal","Day","rock",28.556,NA,NA,5,"microinvertivore",0,1,NA,1,0
"Scarus altipinnis",60,2,"Demersal","Day","coral",24.501,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus chameleon",31,2,"Demersal","Day","coral",24.8735,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus coelestinus",77,2,"Demersal","Day","coral",26.8569,0.258555454545455,NA,2,"Herbivores Microvores Detritivores",0,1,NA,1,0
"Scarus coeruleus",120,2,"Demersal","Day","coral",26.7879,0.258555454545455,"NThr",6,"macroinvertivore",0,1,0,1,0
"Scarus compressus",68,2,"Demersal","Day","coral",26.141,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus dimidiatus",40,2,"Demersal","Day","coral",27.6119,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus falcipinnis",60,2,"Demersal","Day","coral",28.271,0.258555454545455,"NThr",6,"macroinvertivore",0,1,0,1,0
"Scarus ferrugineus",41,2,"Demersal","Day","coral",25.9275,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus festivus",45,2,"Demersal","Day","coral",27.6574,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus flavipectoralis",40,2,"Demersal","Day","coral",26.8549,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus forsteni",55,2,"Demersal","Day","coral",26.391,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus frenatus",47,2,"Demersal","Day","coral",24.9705,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus fuscopurpureus",38,2.1,"Demersal","Day","coral",26.462,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus ghobban",90,2,"Demersal","Day","coral",24.8533,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus globiceps",27,2,"Demersal","Day","coral",24.8675,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus guacamaia",120,2,"Demersal","Day","coral",26.908,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus hypselopterus",31,NA,"benthic","Day","coral",NA,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,1,0
"Scarus iseri",35,2,"Demersal","Day","coral",26.657,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus longipinnis",40,2,"Demersal","Day","coral",26.168375,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus niger",40,2,"Demersal","Day","coral",26.932,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus oviceps",35,2,"Demersal","Day","coral",26.76,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus perrico",76,2,"Demersal","Day","coral",25.9835,0.258555454545455,"NThr",6,"macroinvertivore",0,1,0,1,0
"Scarus prasiognathos",70,2,"Demersal","Day","coral",26.3245,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus psittacus",30,2,"Demersal","Day","coral",25.153125,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus quoyi",40,2,"Demersal","Day","coral",28.6163,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus rivulatus",40,2,"Demersal","Day","coral",25.1283,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus rubroviolaceus",70,2,"Demersal","Day","coral",26.9205,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus russelii",51,2,"Demersal","Day","coral",29.090375,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus scaber",37,2,"Demersal","Day","coral",29.5374,0.258555454545455,"NThr",6,"macroinvertivore",0,1,0,1,0
"Scarus schlegeli",40,2,"Demersal","Day","coral",25.402,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus spinus",30,2,"Demersal","Day","coral",27.510675,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus taeniopterus",35,2,"Demersal","Day","coral",26.862,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus tricolor",26.6,2,"Demersal","Day","coral",28.9201,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus trispinosus",35.5,2,"Demersal","Day","coral",26.3615,0.258555454545455,"Thr",2,"Herbivores Microvores Detritivores",0,1,1,1,0
"Scarus vetula",61,2,"Demersal","Day","coral",26.5265,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus viridifucatus",45,2,"Demersal","Day","coral",29.668975,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Scarus xanthopleura",52,NA,"benthic","Day","coral",NA,0.258555454545455,"NThr",2,"Herbivores Microvores Detritivores",1,0,0,1,0
"Scarus zelindae",33.2,2,"Demersal","Day","coral",26.3445,0.258555454545455,NA,2,"Herbivores Microvores Detritivores",0,1,NA,1,0
"Schuettea scalaripinnis",20,3.4,"Demersal","Day","rock",20.2575,NA,NA,NA,NA,0,1,NA,1,0
"Scolopsis affinis",24,3.3,"Demersal","Day","coral",26.771075,NA,"NThr",5,"microinvertivore",0,1,0,1,0
"Scolopsis aurata",24,3.4,"Demersal","Day","coral",29.7385,NA,"NThr",5,"microinvertivore",0,1,0,1,0
"Scolopsis bilineata",23,3.6,"Demersal","Day","coral",26.3245,NA,"NThr",5,"microinvertivore",0,1,0,1,0
"Scolopsis ciliata",19,3.7,"Demersal","Day","coral",29.0019,NA,"NThr",5,"microinvertivore",0,1,0,0,0
"Scolopsis frenatus",26,3.3,"Demersal","Day","coral",29.227,NA,NA,NA,NA,0,1,NA,1,0
"Scolopsis ghanam",30,3.6,"Demersal","Day","coral",27.5829,NA,"NThr",5,"microinvertivore",0,1,0,1,0
"Scolopsis lineata",23,3.2,"Demersal","Day","coral",25.9074,NA,"NThr",5,"microinvertivore",0,1,0,1,0
"Scolopsis margaritifer",28,3.536842105,"Demersal","Day","coral",27.3366,NA,NA,NA,NA,0,1,NA,1,0
"Scolopsis monogramma",31,3.5,"Demersal","Day","coral",25.7975,NA,"NThr",5,"microinvertivore",0,1,0,1,0
"Scolopsis temporalis",28,NA,"benthic","Day","coral",30.5165,NA,"NThr",5,"microinvertivore",1,0,0,1,0
"Scolopsis trilineata",20,3.4,"Demersal","Day","coral",27.80235,NA,"NThr",5,"microinvertivore",0,1,0,1,0
"Scolopsis vosmeri",25,3.5,"Demersal","Day","coral",29.9235,NA,"NThr",5,"microinvertivore",0,1,0,1,0
"Scolopsis xenochrous",21,3.4,"Demersal","Day","coral",27.4592,NA,NA,NA,NA,0,1,NA,1,0
"Scomber australasicus",50,4.2,"pelagic non-site attached","Day","water column",20.936025,0.326977272727273,"NThr",NA,NA,0,1,0,1,NA
"Scomber colias",55,3.9,"pelagic non-site attached","Day","water column",21.7085,0.326977272727273,"NThr",NA,NA,0,1,0,1,NA
"Scomberoides commersonnianus",120,4.3,"pelagic non-site attached","Day","water column",26.86835,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,1
"Scomberoides lysan",110,4.5,"pelagic non-site attached","Day","water column",25.478,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,1
"Scomberomorus commerson",240,4.5,"pelagic non-site attached","Day","water column",26.85375,0.326977272727273,"NThr",NA,NA,0,1,0,1,NA
"Scomberomorus maculatus",91,4.5,"pelagic non-site attached","Day","water column",18.417,0.326977272727273,"NThr",NA,NA,0,1,0,1,NA
"Scomberomorus queenslandicus",147.6,4.26,"pelagic non-site attached","Day","water column",25.2185,0.326977272727273,"NThr",NA,NA,0,1,0,1,NA
"Scomberomorus regalis",183,4.5,"pelagic non-site attached","Day","water column",26.54765,0.326977272727273,"NThr",NA,NA,0,1,0,1,NA
"Scomberomorus sierra",99,4.5,"pelagic non-site attached","Day","water column",25.7934,0.326977272727273,"NThr",NA,NA,0,1,0,1,NA
"Scorpaena canariensis",14,3.5,"benthic","Day","rock",21.74575,0.247280909090909,NA,7,"crustacivore",1,0,NA,0,0
"Scorpaena cardinalis",40,3.5,"benthic","Day","rock",20.133175,0.247280909090909,"NThr",7,"crustacivore",1,0,0,1,0
"Scorpaena cookii",26,3.7,"benthic","Day","coral",21.68,NA,NA,NA,NA,1,0,NA,1,0
"Scorpaena histrio",26,3.7,"benthic","Day","coral",28.1993,0.247280909090909,"NThr",7,"crustacivore",1,0,0,1,0
"Scorpaena maderensis",14,4.1,"benthic","Day","rock",21.257,0.247280909090909,"NThr",7,"crustacivore",1,0,0,0,0
"Scorpaena mystes",45.7,3.8,"benthic","Day","coral",23.37175,0.247280909090909,"NThr",7,"crustacivore",1,0,0,1,0
"Scorpaena plumieri",45,3.8,"benthic","Day","coral",25.722,0.247280909090909,"NThr",7,"crustacivore",1,0,0,1,0
"Scorpaena porcus",37,3.9,"benthic","Day","rock",19.12325,0.247280909090909,"NThr",7,"crustacivore",1,0,0,1,0
"Scorpaenodes parvipinnis",12.5,3.777391304,"benthic","Day","Coral",26.7325,0.247280909090909,"NThr",7,"crustacivore",1,0,0,0,0
"Scorpaenopsis cirrosa",23.1,4,"benthic","Day","coral",23.886025,0.247280909090909,NA,7,"crustacivore",1,0,NA,1,0
"Scorpaenopsis diabolus",30,4.2,"benthic","Day","coral",25.3093,0.247280909090909,"NThr",7,"crustacivore",1,0,0,1,0
"Scorpaenopsis oxycephala",36,3.9,"benthic","Day","coral",26.4554,0.247280909090909,"NThr",7,"crustacivore",1,0,0,1,0
"Scorpaenopsis papuensis",25,4.2,"benthic","Day","coral",25.47015,0.247280909090909,"NThr",7,"crustacivore",1,0,0,1,0
"Scorpaenopsis possi",19.4,4.2,"benthic","Day","coral",28.271,0.247280909090909,"NThr",7,"crustacivore",1,0,0,0,0
"Scorpis lineolata",37,3.3,"pelagic site attached","Day","rock",19.098,NA,NA,NA,NA,0,1,NA,1,0
"Sebastapistes cyanostigma",10,3.8,"benthic","Day","coral",26.167575,0.247280909090909,"NThr",7,"crustacivore",1,0,0,0,0
"Sebastapistes strongia",6,3.6,"benthic","Day","coral",24.6595,0.247280909090909,"NThr",7,"crustacivore",1,0,0,0,0
"Sebastiscus marmoratus",30,3.6,"Demersal","Night","rock",23.182,0.247280909090909,NA,NA,NA,0,1,NA,1,0
"Sectator ocyurus",59,3.5,"pelagic site attached","Day","coral",27.9457,NA,NA,NA,NA,0,1,NA,1,NA
"Selar boops",25,3.5,"pelagic non-site attached","Day","water column",29.90635,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,0
"Selar crumenophthalmus",30,4.1,"pelagic non-site attached","Day","water column",24.9258,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,0
"Selaroides leptolepis",22,3.5,"pelagic non-site attached","Day","water column",25.35425,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,0
"Semicossyphus darwini",70,3.8,"Demersal","Day","coral",22.9135,0.214231363636364,NA,6,"macroinvertivore",0,1,NA,1,0
"Seriola dumerili",190,4.5,"pelagic non-site attached","Day","water column",20.00355,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,1
"Seriola lalandi",250,4.1,"pelagic non-site attached","Day","water column",20.6226,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,1
"Seriola rivoliana",160,4.5,"pelagic non-site attached","Day","water column",24.2185,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,1
"Serranocirrhitus latus",13,3.4,"Demersal","Day","coral",27.055175,0.247280909090909,"NThr",7,"crustacivore",0,1,0,0,0
"Serranus atricauda",43.2,4.3,"Demersal","Day","rock",21.731,0.247280909090909,NA,7,"crustacivore",0,1,NA,1,0
"Serranus baldwini",12,4.1,"Demersal","Day","coral",27.4935,0.247280909090909,"NThr",7,"crustacivore",0,1,0,0,0
"Serranus cabrilla",40,3.4,"Demersal","Day","rock",18.5841,0.247280909090909,"NThr",7,"crustacivore",0,1,0,1,0
"Serranus flaviventris",7.5,3.4,"Demersal","Day","coral",26.396,0.247280909090909,"NThr",7,"crustacivore",0,1,0,0,0
"Serranus psittacinus",18,3.6,"Demersal","Day","sand",25.482,0.247280909090909,"NThr",7,"crustacivore",0,1,0,0,0
